Financial_ID,Location_ID,Location_Name,Date,Year,Month,Period,Total_Revenue,Revenue_Diagnostic,Revenue_Preventive,Revenue_Restorative,Revenue_Endodontic,Revenue_Periodontic,Revenue_Prosthodontic,Revenue_Oral_Surgery,Revenue_Orthodontic,Revenue_Implant,Revenue_Adjunctive,Total_Expenses,Labor_Clinical,Labor_Administrative,Supplies_Clinical,Supplies_Office,Rent_Lease,Utilities,Equipment_Costs,Marketing,Insurance,Professional_Fees,Continuing_Education,Lab_Fees,Software_IT,Travel,Miscellaneous,EBITDA,EBITDA_Margin,Labor_Cost_Percentage,Supply_Cost_Percentage,Total_AR,AR_Current,AR_31_60,AR_61_90,AR_91_Plus,DSO,Total_Claims_Submitted,Claims_Outstanding,Claims_Denied,Avg_Days_To_Payment,Collections_Expected,Collections_Actual,Collection_Rate,Total_Procedures,Completed_Procedures,Cancelled_Procedures,Total_Patient_Visits,New_Patients,Returning_Patients,Patient_Retention_Rate,Revenue_Per_Patient,Chair_Capacity,Total_Chair_Hours,Used_Chair_Hours,Chair_Utilization,Payor_Delta_Dental,Payor_Cigna_Dental,Payor_Aetna,Payor_MetLife,Payor_Guardian,Payor_United_Healthcare,Payor_Self_Pay,Treatment_Plans_Presented,Treatment_Plans_Accepted,Treatment_Plans_Completed,Case_Acceptance_Rate,Treatment_Completion_Rate,Revenue_Per_Square_Foot,Marketing_ROI,Operating_Cash_Flow,Revenue_MoM_Change,Revenue_YoY_Change,EBITDA_MoM_Change,EBITDA_YoY_Change
"FIN-LOC001-202309","LOC001","Downtown Dental","2023-09-01",2023,9,"2023-09",54086,15453,12643,7727,7024,702,5619,0,2810,702,1405,182967,110587,36862,3786,1082,12800,1623,2704,2704,1623,1623,541,3245,1623,541,1623,-128881,"-2.3829","2.7262","0.0900",64903,37644,14928,5192,4543,"36.0",288,101,12,27,48677,32603,"0.6028",87,77,10,64,0,64,"0.8600","845.09",5,880,253,"0.2876",2810,8429,4214,7024,8429,0,23180,31,21,17,"0.6774","0.8095","16.90","3.00",-150364,"0.1274","-0.0756","-0.1133","0.0131"
"FIN-LOC001-202310","LOC001","Downtown Dental","2023-10-01",2023,10,"2023-10",66653,21329,13331,11553,2666,1777,6221,0,5332,2666,1777,196705,118123,39374,4666,1333,12544,1333,3333,3333,1333,2000,667,5332,667,667,2000,-130052,"-1.9512","2.3629","0.0900",97758,60610,19552,8798,5865,"44.0",355,124,11,34,59988,37556,"0.5635",89,75,14,65,0,65,"0.8500","1025.43",5,880,281,"0.3196",13331,11553,889,10664,7110,0,23106,22,15,13,"0.6818","0.8667","20.83","3.00",-159149,"0.2324","2.0240","0.0091","-0.1402"
"FIN-LOC001-202311","LOC001","Downtown Dental","2023-11-01",2023,11,"2023-11",25783,9710,5358,5023,1339,670,1339,0,0,670,1674,169108,109883,36628,1289,258,12800,516,1031,1031,1031,1031,258,2063,258,258,773,-143325,"-5.5589","5.6825","0.0600",28361,17300,5956,3403,2836,"33.0",138,55,4,37,23205,16243,"0.6300",91,77,14,58,0,58,"0.8600","444.53",5,880,301,"0.3417",3014,6027,2679,4018,1674,0,8371,24,19,13,"0.7917","0.6842","8.06","3.75",-152865,"-0.6132","-0.1049","0.1021","0.0257"
"FIN-LOC001-202312","LOC001","Downtown Dental","2023-12-01",2023,12,"2023-12",85351,23202,15744,11601,10772,5801,4143,0,6629,3315,4143,192700,110597,36866,5975,854,12800,2561,3414,4268,2561,2561,854,5121,1707,854,1707,-107349,"-1.2577","1.7277","0.0800",122336,78295,29361,13457,12234,"43.0",455,146,14,36,76816,30146,"0.3532",115,103,12,87,2,85,"0.7900","981.05",5,880,186,"0.2108",24860,11601,9115,9115,6629,0,24031,33,26,21,"0.7879","0.8077","26.67","3.00",-162554,"2.3104","0.5819","-0.2510","-0.2321"
"FIN-LOC001-202401","LOC001","Downtown Dental","2024-01-01",2024,1,"2024-01",57313,16289,12066,11463,4826,1810,3620,0,1207,4826,1207,183713,111851,37284,4585,573,12800,1719,1719,2293,2293,1719,573,4012,1146,573,573,-126400,"-2.2054","2.6021","0.0900",57313,34961,12609,4585,5158,"30.0",306,101,9,38,51582,31270,"0.5456",111,95,16,72,0,72,"0.7900","796.01",5,880,183,"0.2080",10859,6033,6636,5430,7240,0,21115,34,25,21,"0.7353","0.8400","17.91","3.75",-152443,"-0.3285","0.4405","0.1775","-0.0899"
"FIN-LOC001-202402","LOC001","Downtown Dental","2024-02-01",2024,2,"2024-02",81520,24610,16150,10767,9229,4614,3845,0,4614,7691,0,188031,107675,35892,4076,1630,12672,2446,3261,4891,2446,3261,815,5706,815,815,1630,-106511,"-1.3066","1.7611","0.0700",105976,60406,23315,8478,7418,"39.0",435,157,9,39,73368,36718,"0.4504",114,106,8,96,0,96,"0.8100","849.17",5,880,151,"0.1721",8460,14612,9998,13074,12305,0,23072,46,34,27,"0.7391","0.7941","25.48","2.50",-151313,"0.4224","1.0309","-0.1573","-0.1348"
"FIN-LOC001-202403","LOC001","Downtown Dental","2024-03-01",2024,3,"2024-03",75486,20459,14110,14110,7055,3527,5644,0,2822,4938,2822,200186,117230,39077,6039,1510,12928,755,3019,5284,1510,1510,755,6794,755,755,2265,-124700,"-1.6520","2.0707","0.1000",100648,56363,23149,8052,6039,"40.0",403,121,20,28,67937,41082,"0.5442",111,107,4,89,0,89,"0.8900","848.16",5,880,262,"0.2973",11993,9877,10582,13404,7760,0,21870,29,21,15,"0.7241","0.7143","23.59","2.14",-159104,"-0.0740","0.9090","0.1708","-0.1861"
"FIN-LOC001-202404","LOC001","Downtown Dental","2024-04-01",2024,4,"2024-04",51800,16297,14551,6984,3492,1164,2328,0,2328,2328,2328,188883,117784,39261,3108,1036,12672,1554,2590,2072,1554,1554,518,3108,518,518,1036,-137083,"-2.6464","3.0318","0.0800",70793,40352,16990,7079,5663,"41.0",276,99,8,31,46620,28829,"0.5565",111,89,22,73,0,73,"0.7700","709.59",5,880,249,"0.2835",5238,14551,5820,3492,5820,0,16879,26,16,13,"0.6154","0.8125","16.19","3.75",-160054,"-0.3138","-0.1001","0.0993","0.1124"
"FIN-LOC001-202405","LOC001","Downtown Dental","2024-05-01",2024,5,"2024-05",92150,25362,18599,16063,7609,2536,5072,0,5918,9300,1691,206957,117873,39291,6451,922,12928,922,2765,4608,2765,2765,922,9215,1843,922,2765,-114807,"-1.2459","1.7055","0.0800",135153,86498,32437,13515,6758,"44.0",491,152,15,40,82935,43700,"0.4742",120,109,11,95,0,95,"0.9000","970.00",5,880,198,"0.2246",11836,16063,10145,13527,16908,0,23672,37,28,20,"0.7568","0.7143","28.80","3.00",-163257,"0.7790","1.3732","-0.1625","-0.2083"
"FIN-LOC001-202406","LOC001","Downtown Dental","2024-06-01",2024,6,"2024-06",94947,31649,15825,8791,8791,2637,8791,0,5275,9671,3517,197715,110205,36735,7596,949,12800,2848,4747,2848,2848,2848,949,6646,1899,949,2848,-102768,"-1.0824","1.5476","0.0900",139256,77983,30636,13926,8355,"44.0",506,187,25,27,85452,62057,"0.6536",116,108,8,85,0,85,"0.8000","1117.02",5,880,243,"0.2756",17583,21099,2637,3517,6154,0,43957,27,20,15,"0.7407","0.7500","29.67","5.00",-135658,"0.0304","1.6613","-0.1049","-0.3074"
"FIN-LOC001-202407","LOC001","Downtown Dental","2024-07-01",2024,7,"2024-07",83540,26064,16040,14035,7352,1337,6683,0,4010,3342,4678,201251,117434,39145,5012,835,12928,1671,3342,5012,2506,1671,835,5848,2506,835,1671,-117711,"-1.4090","1.8743","0.0700",111387,66832,25619,12253,7797,"40.0",446,169,18,30,75186,37657,"0.4508",141,125,16,95,0,95,"0.8600","879.37",5,880,190,"0.2154",14703,17376,12698,2673,10693,0,25396,29,21,16,"0.7241","0.7619","26.11","2.50",-163594,"-0.1201","1.1598","0.1454","-0.1560"
"FIN-LOC001-202408","LOC001","Downtown Dental","2024-08-01",2024,8,"2024-08",89593,27357,18466,12994,8207,2736,6839,0,4103,4787,4103,204859,120716,40239,6272,1792,12544,896,2688,2688,2688,3584,896,5376,1792,896,1792,-115266,"-1.2866","1.7965","0.0900",122444,79589,25713,9796,12244,"41.0",478,172,19,32,80634,38094,"0.4252",160,131,29,114,0,114,"0.8100","785.90",5,880,87,"0.0989",10943,23937,10259,9575,10943,0,23937,41,31,24,"0.7561","0.7742","28.00","5.00",-166765,"0.0725","0.8676","-0.0208","-0.2070"
"FIN-LOC001-202409","LOC001","Downtown Dental","2024-09-01",2024,9,"2024-09",55163,18575,12946,8443,3940,1689,3940,0,1689,2252,1689,180551,107291,35764,4413,1103,12672,1103,2207,3310,2207,1655,552,5516,1103,552,1103,-125388,"-2.2730","2.5933","0.1000",79067,46650,16604,8697,6325,"43.0",294,103,15,29,49647,37649,"0.6825",110,98,12,80,0,80,"0.8500","689.54",5,880,252,"0.2858",3940,7880,4503,2252,8443,0,28144,30,22,19,"0.7333","0.8636","17.24","2.50",-142902,"-0.3843","0.0199","0.0878","-0.0271"
"FIN-LOC001-202410","LOC001","Downtown Dental","2024-10-01",2024,10,"2024-10",80507,20756,20756,13208,5661,1887,8805,0,2516,4403,2516,209352,121960,40653,4830,1610,12928,805,3220,3220,2415,3220,805,8051,2415,805,2415,-128845,"-1.6004","2.0199","0.0800",93925,57294,21603,8453,5636,"35.0",429,159,17,34,72456,28446,"0.3533",151,128,23,124,0,124,"0.8200","649.25",5,880,114,"0.1296",8805,16353,17611,5032,11321,0,21385,57,35,31,"0.6140","0.8857","25.16","3.75",-180906,"0.4594","0.2079","0.0276","-0.0093"
"FIN-LOC001-202411","LOC001","Downtown Dental","2024-11-01",2024,11,"2024-11",75549,26082,17538,13941,3148,899,2248,0,1799,4497,5396,186315,105208,35069,4533,755,12800,2266,3022,3777,2266,3022,755,7555,2266,755,2266,-110766,"-1.4661","1.8568","0.0700",105769,68750,23269,10577,9519,"42.0",403,145,16,30,67994,38876,"0.5146",182,168,14,135,2,133,"0.7900","559.62",5,880,156,"0.1775",11242,11692,8994,8544,9444,0,25633,62,44,39,"0.7097","0.8864","23.61","3.00",-147439,"-0.0616","1.9302","-0.1403","-0.2272"
"FIN-LOC001-202412","LOC001","Downtown Dental","2024-12-01",2024,12,"2024-12",110649,38762,18324,16210,10572,3524,11276,0,4229,5638,2114,199559,112047,37349,6639,2213,12544,2213,4426,4426,2213,3319,1106,6639,2213,1106,1106,-88910,"-0.8035","1.3502","0.0800",165974,101244,41494,18257,9958,"45.0",590,218,24,27,99584,43153,"0.3900",186,157,29,127,0,127,"0.7600","871.25",5,880,163,"0.1856",14800,10572,23962,13391,16914,0,31010,62,45,32,"0.7258","0.7111","34.58","3.75",-156406,"0.4646","0.2964","-0.1973","-0.1718"
"FIN-LOC001-202501","LOC001","Downtown Dental","2025-01-01",2025,1,"2025-01",83990,20298,16798,18898,8399,700,4899,0,2800,7699,3500,193205,111995,37332,5039,840,12800,1680,3360,4200,1680,1680,840,8399,1680,840,840,-109215,"-1.3003","1.7779","0.0700",97988,57813,24497,8819,5879,"35.0",448,148,13,26,75591,47505,"0.5656",135,120,15,100,0,100,"0.7800","839.90",5,880,206,"0.2344",11199,7699,11199,6299,12599,0,34996,31,21,19,"0.6774","0.9048","26.25","3.00",-145700,"-0.2409","0.4655","0.2284","-0.1360"
"FIN-LOC001-202502","LOC001","Downtown Dental","2025-02-01",2025,2,"2025-02",81526,28948,17132,11815,4726,1772,5908,0,2954,4726,3545,182665,102940,34313,4892,1631,12800,1631,3261,4076,2446,1631,815,7337,1631,815,2446,-101139,"-1.2406","1.6835","0.0800",108701,63047,27175,10870,7609,"40.0",435,135,17,38,73373,37077,"0.4548",163,138,25,94,0,94,"0.7600","867.30",5,880,107,"0.1213",8862,12406,6498,16542,8271,0,28948,35,27,22,"0.7714","0.8148","25.48","3.00",-145588,"-0.0293","0.0001","-0.0739","-0.0504"
"FIN-LOC001-202503","LOC001","Downtown Dental","2025-03-01",2025,3,"2025-03",83596,28064,18511,11345,5971,3583,2986,0,3583,5971,3583,198067,115316,38439,5852,1672,12544,1672,3344,2508,2508,3344,836,6688,1672,836,836,-114471,"-1.3693","1.8393","0.0900",117034,70220,24577,12874,10533,"42.0",446,138,18,35,75236,45270,"0.5415",160,140,20,115,0,115,"0.8500","726.92",5,880,163,"0.1858",16719,17316,6568,7762,7165,0,28064,40,26,21,"0.6500","0.8077","26.12","5.00",-152797,"0.0254","0.1074","0.1318","-0.0820"
"FIN-LOC001-202504","LOC001","Downtown Dental","2025-04-01",2025,4,"2025-04",411485,39288,93463,90982,35731,31265,36806,22539,33415,20884,7113,175537,4778,1593,24689,4115,12800,4115,16459,24689,12345,12345,4115,28804,8230,4115,12345,235948,"0.5734","0.0155","0.0700",562363,314923,134967,56236,39365,"41.0",2195,724,66,38,370337,86412,"0.2100",1,1,0,1,0,1,"0.8500","411485.00",5,880,26,"0.0300",137894,57964,42466,36609,28962,19728,87862,0,0,0,"NaN","NaN","128.59","2.50",-89125,"3.9223","6.9437","-3.0612","-2.7212"
"FIN-LOC002-202001","LOC002","Westside Smile Center","2020-01-01",2020,1,"2020-01",8990,3312,2839,946,0,946,473,0,473,0,0,103389,67629,22543,539,90,9800,180,360,629,270,180,90,629,180,90,180,-94399,"-10.5004","10.0303","0.0700",9889,5637,2472,1187,890,"33.0",48,17,2,39,8091,7081,"0.7876",30,19,11,18,0,18,"0.7600","499.44",4,704,457,"0.6492",946,0,473,2839,0,0,4732,8,6,5,"0.7500","0.8333","3.21","2.14",-96308,0,0,0,0
"FIN-LOC002-202002","LOC002","Westside Smile Center","2020-02-01",2020,2,"2020-02",21363,7121,2670,2670,2670,0,1780,0,1780,890,1780,103103,63642,21214,1068,427,9702,427,855,1282,427,641,214,2136,427,214,427,-81740,"-3.8262","3.9721","0.0700",22787,13672,5013,2507,1139,"32.0",114,43,3,30,19227,15390,"0.7204",26,24,2,22,1,21,"0.8400","971.05",4,704,362,"0.5146",5341,1780,3561,0,0,0,10682,10,6,4,"0.6000","0.6667","7.63","2.50",-87713,"1.3763",0,"-0.1341",0
"FIN-LOC002-202003","LOC002","Westside Smile Center","2020-03-01",2020,3,"2020-03",14320,3255,2604,2604,0,651,651,0,651,1302,2604,109162,70011,23337,859,286,9800,430,716,573,573,573,143,1146,286,143,286,-94842,"-6.6230","6.5187","0.0800",19571,12721,4110,2153,1174,"41.0",76,28,2,31,12888,11010,"0.7688",25,22,3,21,0,21,"0.8100","681.90",4,704,331,"0.4704",1302,0,2604,2604,1953,0,5858,10,8,7,"0.8000","0.8750","5.11","3.75",-98152,"-0.3297",0,"0.1603",0
"FIN-LOC002-202004","LOC002","Westside Smile Center","2020-04-01",2020,4,"2020-04",18310,9471,1263,1894,1263,0,2526,0,631,631,631,111063,69970,23323,1099,183,9898,549,732,1099,732,549,183,1648,366,183,549,-92753,"-5.0657","5.0952","0.0700",25024,14264,5505,2252,2002,"41.0",98,36,3,38,16479,13986,"0.7638",35,29,6,20,0,20,"0.8400","915.50",4,704,385,"0.5465",1263,631,0,1894,1894,0,12628,8,5,4,"0.6250","0.8000","6.54","2.50",-97077,"0.2786",0,"-0.0220",0
"FIN-LOC002-202005","LOC002","Westside Smile Center","2020-05-01",2020,5,"2020-05",15551,2488,3732,4354,1244,0,622,0,0,1866,1244,106492,67268,22423,933,156,9800,311,622,1089,622,467,156,1555,467,156,467,-90941,"-5.8479","5.7675","0.0700",18661,12130,4292,1679,1493,"36.0",83,33,3,39,13996,11029,"0.7092",25,25,0,21,0,21,"0.8300","740.52",4,704,359,"0.5104",0,1244,3732,1866,3110,0,5598,10,6,5,"0.6000","0.8333","5.55","2.14",-95463,"-0.1507",0,"-0.0195",0
"FIN-LOC002-202006","LOC002","Westside Smile Center","2020-06-01",2020,6,"2020-06",15686,6920,2307,3691,461,0,1384,0,0,461,461,108162,69770,23257,784,157,9800,471,471,471,627,314,157,1255,157,157,314,-92476,"-5.8954","5.9306","0.0600",21960,14054,5270,2196,1318,"42.0",84,26,4,28,14117,9774,"0.6231",38,34,4,29,0,29,"0.8500","540.90",4,704,360,"0.5112",6920,2768,0,923,1845,0,3229,12,8,6,"0.6667","0.7500","5.60","5.00",-98388,"0.0087",0,"0.0169",0
"FIN-LOC002-202007","LOC002","Westside Smile Center","2020-07-01",2020,7,"2020-07",8397,3435,1527,1145,0,382,1145,0,0,0,763,108241,71573,23858,672,84,9702,84,336,252,168,252,84,672,168,84,252,-99844,"-11.8904","11.3649","0.0900",12316,8005,2956,1232,985,"44.0",45,17,1,29,7557,6349,"0.7562",31,22,9,18,0,18,"0.8300","466.50",4,704,442,"0.6277",763,0,4199,0,1145,0,2290,6,4,4,"0.6667","1.0000","3.00","5.00",-101892,"-0.4647",0,"0.0797",0
"FIN-LOC002-202008","LOC002","Westside Smile Center","2020-08-01",2020,8,"2020-08",38016,10722,1950,7798,4874,1950,4874,0,2924,0,2924,117790,68945,22982,2281,380,9898,760,1521,2661,1521,1140,380,3041,760,380,1140,-79774,"-2.0984","2.4181","0.0700",53222,32998,12773,5322,4258,"42.0",203,73,8,30,34214,22766,"0.5988",44,39,5,35,0,35,"0.8100","1086.17",4,704,261,"0.3708",5849,975,3899,6823,9748,0,10722,17,13,10,"0.7647","0.7692","13.58","2.14",-95024,"3.5273",0,"-0.2010",0
"FIN-LOC002-202009","LOC002","Westside Smile Center","2020-09-01",2020,9,"2020-09",25324,8938,2979,1490,5214,745,2234,0,1490,745,1490,107274,66607,22202,1266,506,9604,506,760,1266,760,760,253,1519,506,253,506,-81950,"-3.2361","3.5069","0.0700",30389,17626,6382,3039,1823,"36.0",135,42,4,25,22792,17656,"0.6972",40,34,6,24,0,24,"0.8600","1055.17",4,704,378,"0.5364",4469,745,2979,2234,5214,0,9683,11,7,5,"0.6364","0.7143","9.04","3.00",-89618,"-0.3339",0,"0.0273",0
"FIN-LOC002-202010","LOC002","Westside Smile Center","2020-10-01",2020,10,"2020-10",8803,3873,2113,1761,0,0,352,0,0,704,0,107898,70992,23664,528,176,9898,176,440,352,176,264,88,704,264,88,88,-99095,"-11.2570","10.7527","0.0800",12911,7359,2970,1162,1291,"44.0",47,16,2,26,7923,6870,"0.7804",33,25,8,22,0,22,"0.7900","400.14",4,704,426,"0.6048",1761,1761,0,704,704,0,3873,7,5,4,"0.7143","0.8000","3.14","3.75",-101028,"-0.6524",0,"0.2092",0
"FIN-LOC002-202011","LOC002","Westside Smile Center","2020-11-01",2020,11,"2020-11",3960,360,1440,1440,360,0,0,0,0,360,0,94390,62240,20747,238,79,9898,79,198,158,119,119,40,277,79,40,79,-90430,"-22.8359","20.9563","0.0801",5412,3410,1245,541,379,"41.0",21,8,1,34,3564,3106,"0.7843",13,11,2,8,0,8,"0.7900","495.00",4,704,454,"0.6448",720,720,0,1440,0,0,1080,3,2,2,"0.6667","1.0000","1.41","3.76",-91284,"-0.5502",0,"-0.0874",0
"FIN-LOC002-202012","LOC002","Westside Smile Center","2020-12-01",2020,12,"2020-12",8160,2267,1360,1813,907,0,0,0,0,453,1360,106866,70277,23426,490,163,9898,245,408,408,163,163,82,571,245,82,245,-98706,"-12.0963","11.4832","0.0800",10608,6683,2546,1061,530,"39.0",44,16,2,34,7344,6164,"0.7554",22,18,4,9,0,9,"0.8400","906.67",4,704,486,"0.6900",1360,907,0,1360,2267,0,2267,4,3,3,"0.7500","1.0000","2.91","3.00",-100702,"1.0606",0,"0.0915",0
"FIN-LOC002-202101","LOC002","Westside Smile Center","2021-01-01",2021,1,"2021-01",27567,6529,5078,4353,4353,725,2176,0,725,2902,725,105864,64044,21348,1654,551,9996,827,1103,827,827,827,276,1930,551,276,827,-78297,"-2.8402","3.0976","0.0800",33080,19848,6947,3308,2646,"36.0",147,46,7,28,24810,17723,"0.6429",40,38,2,25,0,25,"0.7700","1102.68",4,704,302,"0.4288",2902,9431,6529,1451,2902,0,4353,12,9,8,"0.7500","0.8889","9.85","5.00",-88141,"2.3783","2.0664","-0.2068","-0.1706"
"FIN-LOC002-202102","LOC002","Westside Smile Center","2021-02-01",2021,2,"2021-02",10062,4025,1342,2683,0,671,0,0,671,671,0,96220,62168,20723,604,101,9604,101,302,503,302,302,101,805,302,101,201,-86158,"-8.5627","8.2380","0.0701",10733,6118,2576,966,644,"32.0",54,17,3,33,9056,7923,"0.7874",21,15,6,11,0,11,"0.8100","914.73",4,704,421,"0.5987",1342,671,671,1342,671,0,5366,5,4,3,"0.8000","0.7500","3.59","3.00",-88297,"-0.6350","-0.5290","0.1004","0.0540"
"FIN-LOC002-202103","LOC002","Westside Smile Center","2021-03-01",2021,3,"2021-03",10770,4828,1857,2600,371,371,371,0,0,371,0,111797,73018,24339,862,215,9702,215,323,646,323,431,108,969,215,108,323,-101027,"-9.3804","9.0396","0.1000",14001,7841,2800,1400,840,"39.0",57,19,2,25,9693,7878,"0.7315",43,29,14,27,0,27,"0.7800","398.89",4,704,350,"0.4967",2228,2971,743,1486,0,0,3342,13,8,6,"0.6154","0.7500","3.85","2.50",-103919,"0.0704","-0.2479","0.1726","0.0652"
"FIN-LOC002-202104","LOC002","Westside Smile Center","2021-04-01",2021,4,"2021-04",29152,4555,4555,3644,5466,911,2733,0,1822,3644,1822,116675,70825,23608,2332,292,9996,583,1458,1749,583,875,292,2624,583,292,583,-87523,"-3.0023","3.2393","0.0900",29152,18366,6413,2624,2332,"30.0",155,54,5,27,26237,19812,"0.6796",36,32,4,28,0,28,"0.7900","1041.14",4,704,307,"0.4358",5466,8199,0,6377,0,0,9110,9,6,4,"0.6667","0.6667","10.41","2.50",-96863,"1.7068","0.5921","-0.1337","-0.0564"
"FIN-LOC002-202105","LOC002","Westside Smile Center","2021-05-01",2021,5,"2021-05",8358,2950,1967,1475,983,0,983,0,0,0,0,101310,66460,22153,501,167,9604,84,334,334,334,251,84,752,84,84,84,-92952,"-11.1213","10.6022","0.0799",12258,7232,2819,981,981,"44.0",45,15,2,28,7522,6265,"0.7496",24,17,7,14,0,14,"0.8100","597.00",4,704,416,"0.5908",1475,0,1967,1967,983,0,1967,5,3,3,"0.6000","1.0000","2.98","3.75",-95045,"-0.7133","-0.4625","0.0620","0.0221"
"FIN-LOC002-202106","LOC002","Westside Smile Center","2021-06-01",2021,6,"2021-06",31805,4544,5679,7951,1136,2272,0,0,3408,5679,1136,114535,69874,23291,1908,318,9604,318,1272,1908,636,636,318,2544,636,318,954,-82730,"-2.6012","2.9293","0.0700",41347,24395,8683,4135,2067,"39.0",170,58,3,39,28625,21211,"0.6669",36,28,8,24,0,24,"0.8300","1325.21",4,704,339,"0.4819",7951,0,2272,6815,5679,0,9087,12,8,7,"0.6667","0.8750","11.36","2.50",-93324,"2.8053","1.0276","-0.1100","-0.1054"
"FIN-LOC002-202107","LOC002","Westside Smile Center","2021-07-01",2021,7,"2021-07",40959,15241,5715,2858,3810,953,4763,0,2858,4763,0,121696,73243,24414,2458,819,9702,410,2048,1638,819,1638,410,2458,819,410,410,-80737,"-1.9712","2.3843","0.0800",47786,28672,11469,5256,3345,"35.0",218,85,11,38,36863,27655,"0.6752",46,43,3,27,0,27,"0.8200","1517.00",4,704,329,"0.4678",5715,2858,4763,6668,5715,0,15241,9,6,5,"0.6667","0.8333","14.63","3.75",-94041,"0.2878","3.8778","-0.0241","-0.1914"
"FIN-LOC002-202108","LOC002","Westside Smile Center","2021-08-01",2021,8,"2021-08",8845,4190,466,2328,1397,0,466,0,0,0,0,106020,69903,23301,531,88,9898,177,354,354,177,265,88,531,88,88,177,-97175,"-10.9864","10.5375","0.0700",11793,7076,2948,1061,590,"40.0",47,15,2,32,7961,6617,"0.7481",19,19,0,16,0,16,"0.8300","552.81",4,704,426,"0.6054",931,0,1397,2328,2793,0,1397,5,3,2,"0.6000","0.6667","3.16","3.75",-99403,"-0.7841","-0.7673","0.2036","0.2181"
"FIN-LOC002-202109","LOC002","Westside Smile Center","2021-09-01",2021,9,"2021-09",23592,4537,907,9074,1815,907,907,0,907,4537,0,107891,66844,22281,1651,236,9800,472,1180,944,472,708,236,1887,472,236,472,-84299,"-3.5732","3.7778","0.0800",29097,18913,6692,3201,2328,"37.0",126,43,5,29,21233,17175,"0.7280",32,26,6,15,0,15,"0.7900","1572.80",4,704,394,"0.5600",2722,7259,1815,4537,1815,0,5444,5,4,3,"0.8000","0.7500","8.43","3.75",-90716,"1.6673","-0.0684","-0.1325","0.0287"
"FIN-LOC002-202110","LOC002","Westside Smile Center","2021-10-01",2021,10,"2021-10",17065,6563,2625,2625,0,0,1313,0,0,3938,0,107791,68171,22724,1195,341,9898,171,512,1195,683,341,171,1536,341,171,341,-90726,"-5.3165","5.3264","0.0900",17634,10051,3527,1763,1058,"31.0",91,35,3,31,15359,11302,"0.6623",28,26,2,25,0,25,"0.7900","682.60",4,704,299,"0.4254",2625,1313,3282,2625,2625,0,4594,13,9,7,"0.6923","0.7778","6.09","2.14",-96489,"-0.2767","0.9385","0.0762","-0.0845"
"FIN-LOC002-202111","LOC002","Westside Smile Center","2021-11-01",2021,11,"2021-11",26181,8727,3491,7563,1745,582,2327,0,582,1164,0,106179,64430,21477,1309,262,9800,262,785,1833,785,1047,262,2356,524,262,785,-79998,"-3.0556","3.2813","0.0600",34908,20596,8378,3491,3491,"40.0",140,55,7,38,23563,17519,"0.6692",48,45,3,38,0,38,"0.9000","688.97",4,704,171,"0.2425",4654,3491,2327,3491,1164,0,11054,14,11,9,"0.7857","0.8182","9.35","2.14",-88660,"0.5342","5.6114","-0.1182","-0.1154"
"FIN-LOC002-202112","LOC002","Westside Smile Center","2021-12-01",2021,12,"2021-12",9996,4192,1612,2257,322,0,645,0,0,322,645,107963,70919,23640,800,200,9604,100,300,500,300,200,100,800,100,100,300,-97967,"-9.8006","9.4597","0.1000",14328,8454,3152,1433,860,"43.0",53,16,2,36,8996,7685,"0.7688",39,31,8,24,0,24,"0.8200","416.50",4,704,404,"0.5735",1612,2257,645,1935,967,0,2580,10,7,6,"0.7000","0.8571","3.57","3.00",-100278,"-0.6182","0.2250","0.2246","-0.0075"
"FIN-LOC002-202201","LOC002","Westside Smile Center","2022-01-01",2022,1,"2022-01",47261,14878,7002,5251,7002,0,7002,0,1750,3501,875,113914,63907,21302,3308,945,9800,945,2363,2836,1418,1418,473,3308,945,473,473,-66653,"-1.4103","1.8029","0.0900",48836,28813,10256,4884,3419,"31.0",252,93,10,31,42535,26584,"0.5625",66,54,12,46,0,46,"0.7600","1027.41",4,704,178,"0.2529",2626,8752,2626,9627,5251,0,18379,17,13,10,"0.7647","0.7692","16.88","2.50",-87330,"3.7280","0.7144","-0.3196","-0.1487"
"FIN-LOC002-202202","LOC002","Westside Smile Center","2022-02-01",2022,2,"2022-02",28862,10720,2474,6597,825,825,1649,0,2474,825,2474,102972,60713,20238,2309,289,9898,866,1443,2020,866,1154,289,1732,289,289,577,-74110,"-2.5677","2.8048","0.0900",43293,23811,10390,4762,2598,"45.0",154,46,3,29,25976,16552,"0.5735",38,35,3,29,0,29,"0.7700","995.24",4,704,344,"0.4887",2474,6597,4948,4948,5772,0,4123,11,8,6,"0.7273","0.7500","10.31","2.14",-86420,"-0.3893","1.8684","0.1119","-0.1398"
"FIN-LOC002-202203","LOC002","Westside Smile Center","2022-03-01",2022,3,"2022-03",35039,11478,7249,6041,4229,604,1812,0,604,2416,604,119554,73907,24636,1752,701,9800,350,1402,1051,1051,1051,350,2102,701,350,350,-84515,"-2.4120","2.8124","0.0700",52559,29959,13140,4730,5256,"45.0",187,75,9,38,31535,16624,"0.4744",66,58,8,56,0,56,"0.7600","625.70",4,704,158,"0.2244",7249,6645,4833,1812,5437,0,9062,18,13,10,"0.7222","0.7692","12.51","5.00",-102930,"0.2140","2.2534","0.1404","-0.1634"
