Operations_ID,Location_ID,Location_Name,Date,Year,Month,Day_of_Week,Is_Holiday,Is_Weekend,Appointment_Capacity,Scheduled_Appointments,Actual_Appointments,Chair_Utilization,Target_Chair_Utilization,Cancellation_Count,Cancellation_Rate,No_Show_Count,No_Show_Rate,Avg_Wait_Time,Total_Patients_Seen,New_Patient_Count,Returning_Patient_Count,Target_New_Patients,Total_Labor_Hours,Total_Labor_Cost,Staff_Count,Dentist_Count,Hygienist_Count,Assistant_Count,Admin_Count,Equipment_Count,Avg_Equipment_Utilization,Active_Treatment_Plans,Completed_Treatment_Plans,Treatment_Plan_Completion_Rate,Treatment_Plans_Not_Started,Treatment_Plans_In_Progress,Treatment_Plans_Completed,Treatment_Plans_Delayed,Insurance_Claims_Submitted,Insurance_Claims_Processed,Insurance_Claims_Paid,Insurance_Claims_Denied,Insurance_Denial_Rate,Avg_Days_To_Payment,Claims_Aging_0_30,Claims_Aging_31_60,Claims_Aging_61_90,Claims_Aging_90_Plus,Target_Collection_Rate,Actual_Collection_Rate,Revenue_Per_Hour,Revenue_Per_Chair,Revenue_Per_Patient,Labor_Cost_Percentage,Supply_Cost_Percentage,Overhead_Percentage
"OP-LOC004-20210302","LOC004","North Portland Family Dental","2021-03-02",2021,3,"Tuesday",false,false,28,1,1,"0.01","0.83",0,"0.00",0,"0.00",12,1,0,1,1.25,"68.3",3897,9,2,2,3,2,9,"0.01",0,0,"0.69",0,0,0,0,1,1,1,0,"0.00",24.5,1,0,0,0,"0.91","0.22",1,15,59,"66.05","0.13","0.36"
"OP-LOC001-20210303","LOC001","Downtown Dental","2021-03-03",2021,3,"Wednesday",false,false,40,0,0,"0.87","0.85",0,"0.00",0,"0.00",5,0,0,0,1.5,"107.1",6408,14,3,3,5,3,12,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",26.5,0,0,0,0,"0.92","0.97",0,0,350,"0.31","0.13","0.39"
"OP-LOC002-20210303","LOC002","Westside Smile Center","2021-03-03",2021,3,"Wednesday",false,false,28,2,2,"0.02","0.82",0,"0.00",0,"0.00",25,2,0,2,1.25,"65.7",3801,9,2,2,3,2,9,"0.04",1,1,"0.74",0,1,1,0,2,2,2,0,"0.00",25.5,1,1,0,0,"0.90","0.12",3,43,87,"21.97","0.15","0.41"
"OP-LOC003-20210303","LOC003","East Valley Dental Care","2021-03-03",2021,3,"Wednesday",false,false,18,1,1,"0.06","0.81",0,"0.00",0,"0.00",14,1,0,1,1,"70.8",3762,9,2,2,3,2,6,"0.06",0,0,"0.72",0,0,0,0,1,1,1,0,"0.00",25.5,1,0,0,0,"0.88","1.00",21,497,1492,"2.52","0.13","0.40"
"OP-LOC004-20210303","LOC004","North Portland Family Dental","2021-03-03",2021,3,"Wednesday",false,false,28,0,0,"0.88","0.83",0,"0.00",0,"0.00",7,0,0,0,1.25,"66.7",4000,9,2,2,3,2,9,"0.00",0,0,"0.73",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.91","0.88",0,0,277,"0.28","0.14","0.40"
"OP-LOC001-20210304","LOC001","Downtown Dental","2021-03-04",2021,3,"Thursday",false,false,40,0,0,"0.79","0.85",0,"0.00",0,"0.00",12,0,0,0,1.5,"106.2",6194,14,3,3,5,3,12,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.92","0.86",0,0,265,"0.32","0.15","0.36"
"OP-LOC002-20210304","LOC002","Westside Smile Center","2021-03-04",2021,3,"Thursday",false,false,28,0,0,"0.76","0.82",0,"0.00",0,"0.00",13,0,0,0,1.25,"63.1",3610,9,2,2,3,2,9,"0.00",0,0,"0.71",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.90","0.93",0,0,295,"0.30","0.14","0.36"
"OP-LOC003-20210304","LOC003","East Valley Dental Care","2021-03-04",2021,3,"Thursday",false,false,18,0,0,"0.83","0.81",0,"0.00",0,"0.00",18,0,0,0,1,"68.3",3835,9,2,2,3,2,6,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.88","0.91",0,0,322,"0.32","0.12","0.39"
"OP-LOC004-20210304","LOC004","North Portland Family Dental","2021-03-04",2021,3,"Thursday",false,false,28,0,0,"0.87","0.83",0,"0.00",0,"0.00",13,0,0,0,1.25,"63.3",3785,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.91","0.94",0,0,322,"0.33","0.13","0.36"
"OP-LOC001-20210305","LOC001","Downtown Dental","2021-03-05",2021,3,"Friday",false,false,40,0,0,"0.86","0.85",0,"0.00",0,"0.00",16,0,0,0,1.5,"111.1",6614,14,3,3,5,3,12,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",26.5,0,0,0,0,"0.92","0.89",0,0,296,"0.32","0.15","0.39"
"OP-LOC002-20210305","LOC002","Westside Smile Center","2021-03-05",2021,3,"Friday",false,false,28,0,0,"0.82","0.82",0,"0.00",0,"0.00",9,0,0,0,1.25,"68.6",3802,9,2,2,3,2,9,"0.00",0,0,"0.71",0,0,0,0,0,0,0,0,"NaN",26.5,0,0,0,0,"0.90","0.94",0,0,294,"0.31","0.16","0.41"
"OP-LOC003-20210305","LOC003","East Valley Dental Care","2021-03-05",2021,3,"Friday",false,false,18,1,1,"0.06","0.81",0,"0.00",0,"0.00",13,1,0,1,1,"69.1",3870,9,2,2,3,2,6,"0.06",0,0,"0.72",0,0,0,0,1,1,1,0,"0.00",27.5,1,0,0,0,"0.88","0.18",21,472,1417,"2.73","0.13","0.41"
"OP-LOC004-20210305","LOC004","North Portland Family Dental","2021-03-05",2021,3,"Friday",false,false,28,2,2,"0.05","0.83",0,"0.00",0,"0.00",14,2,0,2,1.25,"65.1",3722,9,2,2,3,2,9,"0.05",1,1,"0.72",0,1,1,0,2,2,2,0,"0.00",24.5,1,1,0,0,"0.91","0.20",32,521,1042,"1.79","0.13","0.40"
"OP-LOC001-20210306","LOC001","Downtown Dental","2021-03-06",2021,3,"Saturday",false,true,40,0,0,"0.90","0.85",0,"0.00",0,"0.00",8,0,0,0,1.5,"61.7",3793,14,3,3,5,3,12,"0.00",0,0,"0.65",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.92","0.92",0,0,291,"0.29","0.15","0.39"
"OP-LOC002-20210306","LOC002","Westside Smile Center","2021-03-06",2021,3,"Saturday",false,true,28,0,0,"0.84","0.82",0,"0.00",0,"0.00",11,0,0,0,1.25,"39.9",2259,9,2,2,3,2,9,"0.00",0,0,"0.72",0,0,0,0,0,0,0,0,"NaN",28.5,0,0,0,0,"0.90","0.82",0,0,294,"0.31","0.13","0.39"
"OP-LOC003-20210306","LOC003","East Valley Dental Care","2021-03-06",2021,3,"Saturday",false,true,18,0,0,"0.85","0.81",0,"0.00",0,"0.00",10,0,0,0,1,"39.6",2354,9,2,2,3,2,6,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.88","0.89",0,0,319,"0.31","0.13","0.39"
"OP-LOC004-20210306","LOC004","North Portland Family Dental","2021-03-06",2021,3,"Saturday",false,true,28,1,1,"0.04","0.83",0,"0.00",0,"0.00",18,1,0,1,1.25,"39.6",2374,9,2,2,3,2,9,"0.01",0,0,"0.73",0,0,0,0,1,1,1,0,"0.00",26.5,1,0,0,0,"0.91","0.18",4,38,152,"15.62","0.13","0.39"
"OP-LOC001-20210308","LOC001","Downtown Dental","2021-03-08",2021,3,"Monday",false,false,40,0,0,"0.77","0.85",0,"0.00",0,"0.00",14,0,0,0,1.5,"107.9",6509,14,3,3,5,3,12,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",28.5,0,0,0,0,"0.92","0.86",0,0,302,"0.29","0.15","0.39"
"OP-LOC002-20210308","LOC002","Westside Smile Center","2021-03-08",2021,3,"Monday",false,false,28,2,2,"0.01","0.82",0,"0.00",0,"0.00",13,2,0,2,1.25,"66.2",3738,9,2,2,3,2,9,"0.04",1,1,"0.69",0,1,1,0,2,2,2,0,"0.00",29.5,1,1,0,0,"0.90","1.00",2,33,66,"28.32","0.12","0.36"
"OP-LOC003-20210308","LOC003","East Valley Dental Care","2021-03-08",2021,3,"Monday",false,false,18,0,0,"0.77","0.81",0,"0.00",0,"0.00",6,0,0,0,1,"71.1",4000,9,2,2,3,2,6,"0.00",0,0,"0.73",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.88","0.81",0,0,322,"0.30","0.13","0.36"
"OP-LOC004-20210308","LOC004","North Portland Family Dental","2021-03-08",2021,3,"Monday",false,false,28,0,0,"0.86","0.83",0,"0.00",0,"0.00",19,0,0,0,1.25,"70.8",4138,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.91","0.85",0,0,309,"0.28","0.15","0.40"
"OP-LOC001-20210309","LOC001","Downtown Dental","2021-03-09",2021,3,"Tuesday",false,false,40,4,4,"0.04","0.85",0,"0.00",0,"0.00",13,4,0,4,1.5,"105.1",6435,14,3,3,5,3,12,"0.05",2,1,"0.72",0,1,1,0,3,3,3,0,"0.00",26.5,2,1,0,0,"0.92","0.17",4,76,96,"16.84","0.14","0.38"
"OP-LOC002-20210309","LOC002","Westside Smile Center","2021-03-09",2021,3,"Tuesday",false,false,28,3,0,"0.87","0.82",3,"1.00",0,"0.00",12,0,0,0,1.25,"72.3",4125,9,2,2,3,2,9,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.90","0.90",0,0,330,"0.29","0.12","0.35"
"OP-LOC003-20210309","LOC003","East Valley Dental Care","2021-03-09",2021,3,"Tuesday",false,false,18,0,0,"0.76","0.81",0,"0.00",0,"0.00",16,0,0,0,1,"72.5",3998,9,2,2,3,2,6,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.88","0.79",0,0,298,"0.31","0.13","0.38"
"OP-LOC004-20210309","LOC004","North Portland Family Dental","2021-03-09",2021,3,"Tuesday",false,false,28,0,0,"0.76","0.83",0,"0.00",0,"0.00",24,0,0,0,1.25,"69.1",4039,9,2,2,3,2,9,"0.00",0,0,"0.72",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.91","0.95",0,0,297,"0.29","0.16","0.36"
"OP-LOC001-20210310","LOC001","Downtown Dental","2021-03-10",2021,3,"Wednesday",false,false,40,3,3,"0.10","0.85",0,"0.00",0,"0.00",21,3,0,3,1.5,"108.4",6649,14,3,3,5,3,12,"0.04",1,1,"0.70",0,1,1,0,2,2,2,0,"0.00",25.5,1,1,0,0,"0.92","0.13",40,878,1463,"1.51","0.15","0.36"
"OP-LOC002-20210310","LOC002","Westside Smile Center","2021-03-10",2021,3,"Wednesday",false,false,28,0,0,"0.74","0.82",0,"0.00",0,"0.00",21,0,0,0,1.25,"68.6",3856,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.90","0.84",0,0,349,"0.32","0.15","0.40"
"OP-LOC003-20210310","LOC003","East Valley Dental Care","2021-03-10",2021,3,"Wednesday",false,false,18,1,1,"0.04","0.81",0,"0.00",0,"0.00",16,1,0,1,1,"67.1",3727,9,2,2,3,2,6,"0.06",0,0,"0.75",0,0,0,0,1,1,1,0,"0.00",29.5,1,0,0,0,"0.88","1.00",3,59,176,"21.18","0.15","0.40"
"OP-LOC004-20210310","LOC004","North Portland Family Dental","2021-03-10",2021,3,"Wednesday",false,false,28,3,3,"0.06","0.83",0,"0.00",0,"0.00",23,3,0,3,1.25,"67.7",4013,9,2,2,3,2,9,"0.07",1,1,"0.65",0,1,1,0,2,2,2,0,"0.00",24.5,1,1,0,0,"0.91","0.17",25,427,569,"2.35","0.14","0.38"
"OP-LOC001-20210311","LOC001","Downtown Dental","2021-03-11",2021,3,"Thursday",false,false,40,0,0,"0.85","0.85",0,"0.00",0,"0.00",19,0,0,0,1.5,"109.7",6707,14,3,3,5,3,12,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.92","0.85",0,0,344,"0.30","0.12","0.36"
"OP-LOC002-20210311","LOC002","Westside Smile Center","2021-03-11",2021,3,"Thursday",false,false,28,2,0,"0.82","0.82",0,"0.00",2,"1.00",11,0,0,0,1.25,"70.8",4003,9,2,2,3,2,9,"0.00",0,0,"0.72",0,0,0,0,0,0,0,0,"NaN",26.5,0,0,0,0,"0.90","0.92",0,0,288,"0.30","0.15","0.40"
"OP-LOC003-20210311","LOC003","East Valley Dental Care","2021-03-11",2021,3,"Thursday",false,false,18,3,3,"0.19","0.81",0,"0.00",0,"0.00",25,3,0,3,1,"70.0",3972,9,2,2,3,2,6,"0.13",1,1,"0.70",0,1,1,0,2,2,2,0,"0.00",24.5,1,1,0,0,"0.88","0.83",62,1449,1449,"0.91","0.16","0.39"
"OP-LOC004-20210311","LOC004","North Portland Family Dental","2021-03-11",2021,3,"Thursday",false,false,28,0,0,"0.79","0.83",0,"0.00",0,"0.00",21,0,0,0,1.25,"66.3",3790,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.91","0.92",0,0,275,"0.32","0.12","0.39"
"OP-LOC001-20210312","LOC001","Downtown Dental","2021-03-12",2021,3,"Friday",false,false,40,0,0,"0.86","0.85",0,"0.00",0,"0.00",11,0,0,0,1.5,"105.7",6230,14,3,3,5,3,12,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",26.5,0,0,0,0,"0.92","0.86",0,0,352,"0.29","0.14","0.36"
"OP-LOC002-20210312","LOC002","Westside Smile Center","2021-03-12",2021,3,"Friday",false,false,28,0,0,"0.80","0.82",0,"0.00",0,"0.00",19,0,0,0,1.25,"65.8",3826,9,2,2,3,2,9,"0.00",0,0,"0.75",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.90","0.92",0,0,327,"0.30","0.14","0.35"
"OP-LOC003-20210312","LOC003","East Valley Dental Care","2021-03-12",2021,3,"Friday",false,false,18,2,2,"0.02","0.81",0,"0.00",0,"0.00",6,2,0,2,1,"68.5",3732,9,2,2,3,2,6,"0.08",1,1,"0.66",0,1,1,0,2,2,2,0,"0.00",28.5,1,1,0,0,"0.88","1.00",1,33,50,"37.69","0.13","0.35"
"OP-LOC004-20210312","LOC004","North Portland Family Dental","2021-03-12",2021,3,"Friday",false,false,28,0,0,"0.79","0.83",0,"0.00",0,"0.00",25,0,0,0,1.25,"66.0",3779,9,2,2,3,2,9,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",28.5,0,0,0,0,"0.91","0.92",0,0,336,"0.30","0.16","0.40"
"OP-LOC001-20210313","LOC001","Downtown Dental","2021-03-13",2021,3,"Saturday",false,true,40,0,0,"0.84","0.85",0,"0.00",0,"0.00",16,0,0,0,1.5,"59.5",3706,14,3,3,5,3,12,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.92","0.92",0,0,308,"0.28","0.13","0.37"
"OP-LOC002-20210313","LOC002","Westside Smile Center","2021-03-13",2021,3,"Saturday",false,true,28,0,0,"0.85","0.82",0,"0.00",0,"0.00",17,0,0,0,1.25,"40.8",2313,9,2,2,3,2,9,"0.00",0,0,"0.72",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.90","0.86",0,0,372,"0.30","0.15","0.41"
"OP-LOC003-20210313","LOC003","East Valley Dental Care","2021-03-13",2021,3,"Saturday",false,true,18,2,2,"0.06","0.81",0,"0.00",0,"0.00",14,2,0,2,1,"39.6",2220,9,2,2,3,2,6,"0.16",1,1,"0.69",0,1,1,0,2,2,2,0,"0.00",29.5,1,1,0,0,"0.88","0.26",4,50,76,"14.70","0.14","0.40"
"OP-LOC004-20210313","LOC004","North Portland Family Dental","2021-03-13",2021,3,"Saturday",false,true,28,0,0,"0.77","0.83",0,"0.00",0,"0.00",20,0,0,0,1.25,"39.1",2280,9,2,2,3,2,9,"0.00",0,0,"0.72",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.91","0.95",0,0,338,"0.27","0.15","0.35"
"OP-LOC001-20210315","LOC001","Downtown Dental","2021-03-15",2021,3,"Monday",false,false,40,0,0,"0.79","0.85",0,"0.00",0,"0.00",8,0,0,0,1.5,"106.1",6312,14,3,3,5,3,12,"0.00",0,0,"0.74",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.92","0.94",0,0,298,"0.28","0.15","0.41"
"OP-LOC002-20210315","LOC002","Westside Smile Center","2021-03-15",2021,3,"Monday",false,false,28,0,0,"0.77","0.82",0,"0.00",0,"0.00",24,0,0,0,1.25,"66.5",3827,9,2,2,3,2,9,"0.00",0,0,"0.71",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.90","0.92",0,0,314,"0.31","0.13","0.42"
"OP-LOC003-20210315","LOC003","East Valley Dental Care","2021-03-15",2021,3,"Monday",false,false,18,3,3,"0.09","0.81",0,"0.00",0,"0.00",23,3,0,3,1,"72.7",4133,9,2,2,3,2,6,"0.12",1,1,"0.66",0,1,1,0,2,2,2,0,"0.00",26.5,1,1,0,0,"0.88","0.98",15,358,358,"3.85","0.13","0.42"
"OP-LOC004-20210315","LOC004","North Portland Family Dental","2021-03-15",2021,3,"Monday",false,false,28,0,0,"0.87","0.83",0,"0.00",0,"0.00",18,0,0,0,1.25,"69.8",3997,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.91","0.95",0,0,287,"0.30","0.12","0.39"
"OP-LOC001-20210316","LOC001","Downtown Dental","2021-03-16",2021,3,"Tuesday",false,false,40,2,2,"0.02","0.85",0,"0.00",0,"0.00",14,2,0,2,1.5,"107.5",6202,14,3,3,5,3,12,"0.01",1,1,"0.72",0,1,1,0,2,2,2,0,"0.00",28.5,1,1,0,0,"0.92","0.14",2,41,103,"30.25","0.15","0.35"
"OP-LOC002-20210316","LOC002","Westside Smile Center","2021-03-16",2021,3,"Tuesday",false,false,28,0,0,"0.83","0.82",0,"0.00",0,"0.00",23,0,0,0,1.25,"71.6",4073,9,2,2,3,2,9,"0.00",0,0,"0.67",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.90","0.92",0,0,333,"0.30","0.15","0.37"
"OP-LOC003-20210316","LOC003","East Valley Dental Care","2021-03-16",2021,3,"Tuesday",false,false,18,2,0,"0.74","0.81",2,"1.00",0,"0.00",8,0,0,0,1,"68.7",4006,9,2,2,3,2,6,"0.00",0,0,"0.70",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.88","0.82",0,0,300,"0.29","0.15","0.38"
"OP-LOC004-20210316","LOC004","North Portland Family Dental","2021-03-16",2021,3,"Tuesday",false,false,28,0,0,"0.80","0.83",0,"0.00",0,"0.00",11,0,0,0,1.25,"67.3",4011,9,2,2,3,2,9,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.91","0.91",0,0,348,"0.29","0.13","0.41"
"OP-LOC001-20210317","LOC001","Downtown Dental","2021-03-17",2021,3,"Wednesday",false,false,40,2,2,"0.08","0.85",0,"0.00",0,"0.00",20,2,0,2,1.5,"105.7",6350,14,3,3,5,3,12,"0.03",1,1,"0.68",0,1,1,0,2,2,2,0,"0.00",27.5,1,1,0,0,"0.92","0.24",73,1532,3831,"0.83","0.14","0.38"
"OP-LOC002-20210317","LOC002","Westside Smile Center","2021-03-17",2021,3,"Wednesday",false,false,28,0,0,"0.75","0.82",0,"0.00",0,"0.00",16,0,0,0,1.25,"66.7",3592,9,2,2,3,2,9,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",28.5,0,0,0,0,"0.90","0.84",0,0,342,"0.30","0.12","0.35"
"OP-LOC003-20210317","LOC003","East Valley Dental Care","2021-03-17",2021,3,"Wednesday",false,false,18,0,0,"0.76","0.81",0,"0.00",0,"0.00",20,0,0,0,1,"66.8",3660,9,2,2,3,2,6,"0.00",0,0,"0.73",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.88","0.81",0,0,350,"0.28","0.14","0.40"
"OP-LOC004-20210317","LOC004","North Portland Family Dental","2021-03-17",2021,3,"Wednesday",false,false,28,0,0,"0.85","0.83",0,"0.00",0,"0.00",10,0,0,0,1.25,"68.7",3995,9,2,2,3,2,9,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.91","0.85",0,0,275,"0.29","0.16","0.41"
"OP-LOC001-20210318","LOC001","Downtown Dental","2021-03-18",2021,3,"Thursday",false,false,40,0,0,"0.83","0.85",0,"0.00",0,"0.00",7,0,0,0,1.5,"104.7",6412,14,3,3,5,3,12,"0.00",0,0,"0.74",0,0,0,0,0,0,0,0,"NaN",26.5,0,0,0,0,"0.92","0.87",0,0,275,"0.30","0.14","0.39"
"OP-LOC002-20210318","LOC002","Westside Smile Center","2021-03-18",2021,3,"Thursday",false,false,28,1,1,"0.01","0.82",0,"0.00",0,"0.00",22,1,0,1,1.25,"65.9",3678,9,2,2,3,2,9,"0.00",0,0,"0.69",0,0,0,0,1,1,1,0,"0.00",29.5,1,0,0,0,"0.90","1.00",1,14,56,"65.69","0.15","0.39"
"OP-LOC003-20210318","LOC003","East Valley Dental Care","2021-03-18",2021,3,"Thursday",false,false,18,3,3,"0.18","0.81",0,"0.00",0,"0.00",9,3,0,3,1,"71.1",3978,9,2,2,3,2,6,"0.13",1,1,"0.67",0,1,1,0,2,2,2,0,"0.00",24.5,1,1,0,0,"0.88","0.14",32,763,763,"1.74","0.14","0.37"
"OP-LOC004-20210318","LOC004","North Portland Family Dental","2021-03-18",2021,3,"Thursday",false,false,28,1,1,"0.01","0.83",0,"0.00",0,"0.00",7,1,0,1,1.25,"67.6",4042,9,2,2,3,2,9,"0.01",0,0,"0.72",0,0,0,0,1,1,1,0,"0.00",28.5,1,0,0,0,"0.91","1.00",2,30,118,"34.26","0.13","0.40"
"OP-LOC001-20210319","LOC001","Downtown Dental","2021-03-19",2021,3,"Friday",false,false,40,3,3,"0.06","0.85",0,"0.00",0,"0.00",17,3,0,3,1.5,"108.4",6524,14,3,3,5,3,12,"0.04",1,1,"0.67",0,1,1,0,2,2,2,0,"0.00",29.5,1,1,0,0,"0.92","0.96",22,469,782,"2.78","0.14","0.39"
"OP-LOC002-20210319","LOC002","Westside Smile Center","2021-03-19",2021,3,"Friday",false,false,28,2,0,"0.73","0.82",0,"0.00",2,"1.00",14,0,0,0,1.25,"64.9",3730,9,2,2,3,2,9,"0.00",0,0,"0.70",0,0,0,0,0,0,0,0,"NaN",28.5,0,0,0,0,"0.90","0.95",0,0,316,"0.30","0.15","0.37"
"OP-LOC003-20210319","LOC003","East Valley Dental Care","2021-03-19",2021,3,"Friday",false,false,18,2,2,"0.07","0.81",0,"0.00",0,"0.00",13,2,0,2,1,"70.4",3837,9,2,2,3,2,6,"0.08",1,1,"0.68",0,1,1,0,2,2,2,0,"0.00",29.5,1,1,0,0,"0.88","0.19",4,103,154,"12.46","0.15","0.41"
"OP-LOC004-20210319","LOC004","North Portland Family Dental","2021-03-19",2021,3,"Friday",false,false,28,3,3,"0.13","0.83",0,"0.00",0,"0.00",8,3,0,3,1.25,"62.8",3698,9,2,2,3,2,9,"0.05",1,1,"0.70",0,1,1,0,2,2,2,0,"0.00",28.5,1,1,0,0,"0.91","0.90",42,661,881,"1.40","0.14","0.40"
"OP-LOC001-20210320","LOC001","Downtown Dental","2021-03-20",2021,3,"Saturday",false,true,40,0,0,"0.84","0.85",0,"0.00",0,"0.00",22,0,0,0,1.5,"60.2",3685,14,3,3,5,3,12,"0.00",0,0,"0.70",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.92","0.90",0,0,275,"0.31","0.14","0.41"
"OP-LOC002-20210320","LOC002","Westside Smile Center","2021-03-20",2021,3,"Saturday",false,true,28,0,0,"0.85","0.82",0,"0.00",0,"0.00",12,0,0,0,1.25,"38.6",2272,9,2,2,3,2,9,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.90","0.88",0,0,312,"0.33","0.13","0.37"
"OP-LOC003-20210320","LOC003","East Valley Dental Care","2021-03-20",2021,3,"Saturday",false,true,18,1,0,"0.84","0.81",0,"0.00",1,"1.00",6,0,0,0,1,"39.1",2266,9,2,2,3,2,6,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",25.5,0,0,0,0,"0.88","0.92",0,0,316,"0.31","0.16","0.42"
"OP-LOC004-20210320","LOC004","North Portland Family Dental","2021-03-20",2021,3,"Saturday",false,true,28,1,1,"0.08","0.83",0,"0.00",0,"0.00",20,1,0,1,1.25,"37.9",2254,9,2,2,3,2,9,"0.01",0,0,"0.70",0,0,0,0,1,1,1,0,"0.00",29.5,1,0,0,0,"0.91","0.22",50,471,1883,"1.20","0.12","0.37"
"OP-LOC001-20210322","LOC001","Downtown Dental","2021-03-22",2021,3,"Monday",false,false,40,0,0,"0.81","0.85",0,"0.00",0,"0.00",10,0,0,0,1.5,"107.4",6214,14,3,3,5,3,12,"0.00",0,0,"0.70",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.92","0.94",0,0,291,"0.27","0.13","0.40"
"OP-LOC002-20210322","LOC002","Westside Smile Center","2021-03-22",2021,3,"Monday",false,false,28,3,3,"0.13","0.82",0,"0.00",0,"0.00",8,3,0,3,1.25,"63.1",3434,9,2,2,3,2,9,"0.05",1,1,"0.72",0,1,1,0,2,2,2,0,"0.00",25.5,1,1,0,0,"0.90","0.19",74,1162,1549,"0.74","0.13","0.39"
"OP-LOC003-20210322","LOC003","East Valley Dental Care","2021-03-22",2021,3,"Monday",false,false,18,0,0,"0.80","0.81",0,"0.00",0,"0.00",20,0,0,0,1,"71.6",3976,9,2,2,3,2,6,"0.00",0,0,"0.68",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.88","0.80",0,0,264,"0.27","0.15","0.36"
"OP-LOC004-20210322","LOC004","North Portland Family Dental","2021-03-22",2021,3,"Monday",false,false,28,0,0,"0.79","0.83",0,"0.00",0,"0.00",21,0,0,0,1.25,"68.6",4058,9,2,2,3,2,9,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",24.5,0,0,0,0,"0.91","0.82",0,0,310,"0.29","0.13","0.38"
"OP-LOC001-20210323","LOC001","Downtown Dental","2021-03-23",2021,3,"Tuesday",false,false,40,0,0,"0.86","0.85",0,"0.00",0,"0.00",24,0,0,0,1.5,"106.2",6415,14,3,3,5,3,12,"0.00",0,0,"0.69",0,0,0,0,0,0,0,0,"NaN",27.5,0,0,0,0,"0.92","0.86",0,0,337,"0.33","0.13","0.42"
"OP-LOC002-20210323","LOC002","Westside Smile Center","2021-03-23",2021,3,"Tuesday",false,false,28,2,0,"0.81","0.82",0,"0.00",2,"1.00",14,0,0,0,1.25,"69.9",4024,9,2,2,3,2,9,"0.00",0,0,"0.70",0,0,0,0,0,0,0,0,"NaN",29.5,0,0,0,0,"0.90","0.95",0,0,282,"0.32","0.14","0.41"
"OP-LOC003-20210323","LOC003","East Valley Dental Care","2021-03-23",2021,3,"Tuesday",false,false,18,0,0,"0.83","0.81",0,"0.00",0,"0.00",18,0,0,0,1,"68.2",3759,9,2,2,3,2,6,"0.00",0,0,"0.66",0,0,0,0,0,0,0,0,"NaN",28.5,0,0,0,0,"0.88","0.81",0,0,294,"0.33","0.13","0.36"
